profile,level,total_demand_vph,seed,policy,mean_wait,p50_wait,p95_wait,max_wait,mean_queue,max_queue,throughput_vph,residual_queue,n_vehicles
single,0.8,1022.4,16,fixed_equal,21.931,19.0,54.5,64.5,6.2347,15,1005.6,8,420
single,0.8,1022.4,16,fixed_webster,9.6143,8.5,26.0,46.5,2.7097,9,1005.6,4,420
single,0.8,1022.4,17,relay,7.0058,6.0,17.5,44.5,2.0037,9,1024.8,2,429
single,0.8,1022.4,17,fixed_equal,18.8438,17.5,45.5,59.5,5.4683,15,1027.2,7,429
single,0.8,1022.4,17,fixed_webster,9.4627,7.0,27.5,53.5,2.7063,10,1020.0,4,429
single,0.8,1022.4,18,relay,6.3573,6.0,15.5,24.5,1.797,8,1015.2,1,424
single,0.8,1022.4,18,fixed_equal,29.5248,25.5,63.5,79.0,8.426,18,1027.2,2,424
single,0.8,1022.4,18,fixed_webster,10.2665,9.0,30.0,54.0,2.9067,9,1012.8,3,424
single,0.8,1022.4,19,relay,6.727,6.0,15.5,28.0,1.8987,9,1017.6,0,423
single,0.8,1022.4,19,fixed_equal,29.4125,28.0,58.5,76.0,8.316,17,1017.6,2,423
single,0.8,1022.4,19,fixed_webster,9.5177,7.5,24.5,47.5,2.6887,10,1015.2,1,423
single,0.8,1022.4,20,relay,7.3568,6.5,15.5,25.0,1.9863,10,967.2,2,405
single,0.8,1022.4,20,fixed_equal,20.0444,18.0,53.0,70.5,5.5107,15,981.6,3,405
single,0.8,1022.4,20,fixed_webster,9.2346,7.5,28.0,49.5,2.504,10,972.0,2,405
single,0.8,1022.4,21,relay,8.2445,7.0,19.0,45.0,2.5203,11,1092.0,4,456
single,0.8,1022.4,21,fixed_equal,64.9013,49.0,150.5,176.0,19.8747,39,1048.8,28,456
single,0.8,1022.4,21,fixed_webster,10.6853,9.0,26.0,44.0,3.2727,11,1096.8,3,456
single,0.8,1022.4,22,relay,7.1081,6.0,17.5,37.0,1.9327,8,976.8,1,407
single,0.8,1022.4,22,fixed_equal,34.226,29.0,81.0,107.0,9.2973,24,974.4,2,407
single,0.8,1022.4,22,fixed_webster,9.2629,7.0,24.5,51.0,2.518,10,964.8,6,407
single,0.8,1022.4,23,relay,7.1499,6.0,17.0,26.0,2.1783,9,1087.2,4,457
single,0.8,1022.4,23,fixed_equal,44.6357,42.0,106.5,122.5,13.6097,27,1056.0,18,457
single,0.8,1022.4,23,fixed_webster,10.1772,8.5,27.5,52.0,3.1053,10,1082.4,7,457
single,0.8,1022.4,24,relay,6.1294,5.5,15.0,37.0,1.547,8,902.4,0,371
single,0.8,1022.4,24,fixed_equal,20.0728,17.5,55.0,87.5,5.4907,19,926.4,4,371
single,0.8,1022.4,24,fixed_webster,9.8679,8.5,27.0,50.5,2.4787,10,897.6,2,371
single,0.8,1022.4,25,relay,7.1705,6.0,18.0,30.0,2.0603,11,1029.6,2,431
single,0.8,1022.4,25,fixed_equal,48.6299,53.5,95.0,114.0,14.2623,27,1041.6,10,431
single,0.8,1022.4,25,fixed_webster,9.8654,7.5,29.0,62.5,2.855,11,1027.2,7,431
single,0.8,1022.4,26,relay,6.8096,6.0,18.0,37.5,2.018,9,1053.6,4,436
single,0.8,1022.4,26,fixed_equal,68.7099,73.0,127.5,144.0,20.1517,32,1017.6,24,436
single,0.8,1022.4,26,fixed_webster,10.1261,9.5,24.0,45.0,3.0037,10,1053.6,4,436
single,0.8,1022.4,27,relay,6.4348,6.0,14.0,40.0,1.7857,8,1000.8,1,414
single,0.8,1022.4,27,fixed_equal,56.5773,36.5,137.5,165.5,16.0923,34,1015.2,7,414
single,0.8,1022.4,27,fixed_webster,9.9336,8.5,26.5,55.5,2.7593,9,996.0,2,414
single,0.8,1022.4,28,relay,7.3241,6.0,16.5,34.0,2.2033,10,1072.8,5,449
single,0.8,1022.4,28,fixed_equal,41.8886,40.5,97.5,117.0,12.8943,26,1051.2,25,449
single,0.8,1022.4,28,fixed_webster,9.4143,8.0,25.0,45.5,2.877,10,1075.2,9,449
single,0.8,1022.4,29,relay,7.6236,6.5,17.0,34.5,2.3447,9,1106.4,0,457
single,0.8,1022.4,29,fixed_equal,61.5777,60.0,125.0,142.0,18.8233,30,1056.0,23,457
single,0.8,1022.4,29,fixed_webster,10.3982,9.0,27.5,51.5,3.204,11,1106.4,2,457
single,1.0,1278.0,0,relay,8.1327,7.0,18.5,37.5,2.9223,16,1260.0,14,539
single,1.0,1278.0,0,fixed_equal,152.8961,135.0,360.0,392.5,55.3103,112,1068.0,109,539
single,1.0,1278.0,0,fixed_webster,10.6735,9.0,27.5,55.0,3.8353,15,1262.4,13,539
single,1.0,1278.0,1,relay,9.0275,8.0,20.5,33.0,3.403,12,1353.6,3,564
single,1.0,1278.0,1,fixed_equal,192.4246,201.0,424.5,461.5,72.8993,114,1142.4,106,564
single,1.0,1278.0,1,fixed_webster,11.4539,9.5,34.0,70.0,4.3143,11,1332.0,10,564
single,1.0,1278.0,2,relay,8.4154,8.0,18.0,28.5,2.9513,9,1264.8,0,526
single,1.0,1278.0,2,fixed_equal,154.3745,157.5,328.5,362.5,54.7277,95,1099.2,86,526
single,1.0,1278.0,2,fixed_webster,10.6017,9.0,31.0,60.0,3.7417,12,1250.4,8,526
single,1.0,1278.0,3,relay,10.9259,10.0,27.5,50.5,4.231,16,1392.0,2,580
single,1.0,1278.0,3,fixed_equal,157.944,114.0,414.5,461.5,61.605,128,1140.0,122,580
single,1.0,1278.0,3,fixed_webster,12.9569,12.0,35.0,58.5,5.0177,14,1387.2,3,580
single,1.0,1278.0,4,relay,8.4401,7.5,17.5,31.0,3.0553,12,1293.6,4,543
single,1.0,1278.0,4,fixed_equal,142.675,126.5,306.0,336.5,52.0643,77,1161.6,74,543
single,1.0,1278.0,4,fixed_webster,12.9162,8.5,47.0,75.5,4.6757,11,1288.8,6,543
single,1.0,1278.0,5,relay,9.8878,9.0,23.5,48.0,3.7407,14,1356.0,1,557
single,1.0,1278.0,5,fixed_equal,173.544,183.5,384.0,407.5,65.0983,105,1147.2,99,557
single,1.0,1278.0,5,fixed_webster,11.982,10.0,34.0,56.0,4.553,15,1341.6,5,557
single,1.0,1278.0,6,relay,8.7101,8.0,19.0,45.5,3.2117,12,1324.8,3,552
single,1.0,1278.0,6,fixed_equal,170.8813,180.0,363.0,398.0,63.617,106,1132.8,102,552
single,1.0,1278.0,6,fixed_webster,10.981,8.5,35.0,79.0,4.0653,11,1315.2,7,552
single,1.0,1278.0,7,relay,8.4339,7.5,19.5,38.0,3.0653,13,1308.0,1,545
single,1.0,1278.0,7,fixed_equal,126.2917,103.5,329.0,368.0,45.9083,95,1111.2,84,545
single,1.0,1278.0,7,fixed_webster,12.3229,10.5,36.0,64.0,4.4917,14,1300.8,5,545
single,1.0,1278.0,8,relay,7.9162,6.5,19.0,37.0,2.71,13,1228.8,4,513
single,1.0,1278.0,8,fixed_equal,144.8226,173.0,294.0,318.0,50.414,67,1135.2,64,513
single,1.0,1278.0,8,fixed_webster,12.1608,9.5,36.5,88.5,4.1617,16,1221.6,7,513
single,1.0,1278.0,9,relay,7.9675,7.5,17.5,32.5,2.7153,12,1224.0,2,508
single,1.0,1278.0,9,fixed_equal,103.6043,114.5,225.0,242.5,35.4277,75,1092.0,68,508
single,1.0,1278.0,9,fixed_webster,10.5325,7.0,34.5,63.0,3.5823,11,1214.4,5,508
single,1.0,1278.0,10,relay,8.4652,7.5,20.0,45.0,3.0013,12,1267.2,5,531
single,1.0,1278.0,10,fixed_equal,127.9209,133.0,292.0,317.5,45.7527,83,1128.0,77,531
single,1.0,1278.0,10,fixed_webster,10.9595,8.5,33.5,67.5,3.902,13,1264.8,7,531
single,1.0,1278.0,11,relay,8.6748,7.5,22.0,34.0,3.1087,13,1291.2,1,535
single,1.0,1278.0,11,fixed_equal,144.1308,173.0,314.0,336.0,52.5973,90,1140.0,86,535
single,1.0,1278.0,11,fixed_webster,11.5785,8.5,36.5,88.5,4.1383,13,1276.8,5,535
single,1.0,1278.0,12,relay,10.8971,9.5,24.0,50.5,4.3263,13,1411.2,8,593
single,1.0,1278.0,12,fixed_equal,205.7715,214.0,466.5,505.0,81.586,153,1087.2,153,593
single,1.0,1278.0,12,fixed_webster,12.7218,10.5,34.5,70.5,5.0627,15,1401.6,13,593
single,1.0,1278.0,13,relay,10.0388,9.0,23.5,55.0,3.715,13,1322.4,5,554
single,1.0,1278.0,13,fixed_equal,153.4964,164.5,341.0,361.5,57.4737,98,1149.6,97,554
single,1.0,1278.0,13,fixed_webster,11.5018,8.5,37.5,70.0,4.2647,15,1317.6,7,554
single,1.0,1278.0,14,relay,8.5257,7.5,20.0,36.0,3.1477,11,1320.0,1,544
single,1.0,1278.0,14,fixed_equal,161.7307,159.5,348.0,385.5,59.4393,93,1149.6,90,544
single,1.0,1278.0,14,fixed_webster,12.3796,9.5,36.5,68.0,4.5577,13,1305.6,7,544
single,1.0,1278.0,15,relay,8.8198,8.0,21.0,33.5,3.1513,10,1269.6,0,519
single,1.0,1278.0,15,fixed_equal,179.6301,192.0,388.0,418.0,63.861,93,1128.0,87,519
single,1.0,1278.0,15,fixed_webster,11.4538,8.0,36.5,89.5,4.1067,12,1260.0,4,519
single,1.0,1278.0,16,relay,10.4456,9.0,24.0,45.5,3.855,14,1317.6,6,551
single,1.0,1278.0,16,fixed_equal,166.774,176.5,367.0,391.0,62.6483,106,1137.6,106,551
single,1.0,1278.0,16,fixed_webster,12.971,10.0,40.5,75.5,4.773,14,1300.8,11,551
single,1.0,1278.0,17,relay,9.7562,8.5,23.5,55.0,3.6453,13,1339.2,3,560
single,1.0,1278.0,17,fixed_equal,121.8009,123.5,299.5,334.0,45.6733,87,1171.2,83,560
single,1.0,1278.0,17,fixed_webster,12.383,9.0,36.5,95.5,4.6453,14,1336.8,6,560
single,1.0,1278.0,18,relay,8.8017,7.5,19.0,36.0,3.0637,12,1248.0,3,522
single,1.0,1278.0,18,fixed_equal,167.6226,196.5,346.0,366.5,59.2757,85,1111.2,82,522
single,1.0,1278.0,18,fixed_webster,10.4646,8.0,35.5,71.5,3.6423,10,1248.0,3,522
single,1.0,1278.0,19,relay,8.1959,7.0,19.0,35.5,2.804,10,1224.0,4,513
single,1.0,1278.0,19,fixed_equal,108.0916,108.0,238.0,265.5,37.289,68,1108.8,65,513
single,1.0,1278.0,19,fixed_webster,10.9298,7.5,35.5,63.5,3.7547,12,1221.6,6,513
single,1.0,1278.0,20,relay,8.4187,7.5,18.0,31.5,2.84,10,1212.0,3,504
single,1.0,1278.0,20,fixed_equal,122.9593,144.0,236.5,251.5,42.3317,65,1120.8,61,504
single,1.0,1278.0,20,fixed_webster,12.0923,9.0,37.0,82.0,4.071,12,1207.2,4,504
single,1.0,1278.0,21,relay,10.1364,9.5,21.0,41.5,3.6587,11,1288.8,5,539
single,1.0,1278.0,21,fixed_equal,134.359,136.0,309.5,341.0,48.9983,87,1152.0,80,539
single,1.0,1278.0,21,fixed_webster,12.308,9.5,40.0,63.5,4.4477,13,1281.6,9,539
single,1.0,1278.0,22,relay,8.7726,7.5,23.5,43.0,3.1147,14,1279.2,0,532
single,1.0,1278.0,22,fixed_equal,141.5103,129.5,335.0,353.5,50.283,91,1089.6,85,532
single,1.0,1278.0,22,fixed_webster,11.6325,9.5,36.5,65.5,4.1333,14,1272.0,3,532
single,1.0,1278.0,23,relay,9.093,8.5,20.5,42.5,3.3593,10,1322.4,5,554
single,1.0,1278.0,23,fixed_equal,121.6949,119.5,276.0,315.0,45.0347,84,1154.4,80,554
single,1.0,1278.0,23,fixed_webster,11.3231,9.0,35.0,74.5,4.1903,13,1312.8,9,554
single,1.0,1278.0,24,relay,7.2521,6.0,17.5,38.0,2.2827,10,1130.4,2,468
single,1.0,1278.0,24,fixed_equal,85.6592,103.0,166.0,179.5,27.607,47,1087.2,39,468
single,1.0,1278.0,24,fixed_webster,9.5994,7.0,32.0,56.0,3.0267,9,1128.0,2,468
single,1.0,1278.0,25,relay,9.9139,8.5,24.5,52.5,3.57,12,1298.4,0,540
single,1.0,1278.0,25,fixed_equal,227.7278,239.0,479.0,503.5,83.6617,121,1099.2,113,540
single,1.0,1278.0,25,fixed_webster,12.8398,10.0,36.5,85.5,4.63,14,1291.2,3,540
single,1.0,1278.0,26,relay,9.4706,8.0,21.5,39.5,3.4483,16,1286.4,4,528
single,1.0,1278.0,26,fixed_equal,145.4394,141.5,311.0,331.5,51.4043,88,1096.8,86,528
single,1.0,1278.0,26,fixed_webster,12.3731,11.0,36.0,64.0,4.5237,16,1272.0,10,528
single,1.0,1278.0,27,relay,9.5506,8.0,26.0,39.5,3.4207,14,1284.0,4,534
single,1.0,1278.0,27,fixed_equal,193.1348,249.0,365.5,394.5,69.9497,105,1108.8,98,534
single,1.0,1278.0,27,fixed_webster,12.3961,10.0,36.0,64.5,4.4287,14,1276.8,6,534
single,1.0,1278.0,28,relay,9.5827,8.5,22.0,40.5,3.558,12,1336.8,1,550
single,1.0,1278.0,28,fixed_equal,164.7845,151.0,364.0,399.0,61.301,112,1123.2,106,550
single,1.0,1278.0,28,fixed_webster,11.7936,9.5,35.5,80.0,4.34,11,1317.6,4,550
single,1.0,1278.0,29,relay,9.8636,9.5,21.5,38.5,3.5687,12,1296.0,4,539
single,1.0,1278.0,29,fixed_equal,159.1178,158.0,332.5,347.0,58.0387,95,1130.4,91,539
single,1.0,1278.0,29,fixed_webster,13.4026,8.5,50.0,121.0,4.8327,15,1284.0,6,539
single,1.2,1533.6,0,relay,11.6517,11.0,26.0,39.0,4.9433,21,1485.6,18,636
single,1.2,1533.6,0,fixed_equal,263.1305,254.0,577.0,620.0,112.847,194,1130.4,192,636
single,1.2,1533.6,0,fixed_webster,14.3884,10.5,50.0,105.5,6.1787,20,1497.6,16,636
single,1.2,1533.6,1,relay,12.1894,10.5,29.5,68.0,5.2633,18,1557.6,0,639
single,1.2,1533.6,1,fixed_equal,280.6581,291.5,618.5,647.5,121.5733,190,1195.2,176,639
single,1.2,1533.6,1,fixed_webster,14.9789,10.0,47.5,197.5,6.9203,23,1557.6,3,639
single,1.2,1533.6,2,relay,10.1639,9.5,22.5,38.5,4.0543,12,1432.8,2,598
single,1.2,1533.6,2,fixed_equal,214.7885,217.0,455.0,479.5,87.222,142,1190.4,133,598
single,1.2,1533.6,2,fixed_webster,18.6012,8.0,80.5,194.0,7.4937,18,1437.6,2,598
single,1.2,1533.6,3,relay,14.6959,13.5,30.0,50.0,6.5577,19,1596.0,6,666
single,1.2,1533.6,3,fixed_equal,265.2207,274.0,620.0,665.0,120.962,187,1262.4,185,666
single,1.2,1533.6,3,fixed_webster,21.8559,8.0,109.0,202.0,9.7593,22,1591.2,8,666
single,1.2,1533.6,4,relay,12.8419,11.5,27.5,50.5,5.3793,17,1500.0,3,626
single,1.2,1533.6,4,fixed_equal,223.0008,207.0,521.5,559.0,95.0453,157,1214.4,154,626
single,1.2,1533.6,4,fixed_webster,17.2372,9.0,77.0,133.5,7.197,17,1502.4,3,626
single,1.2,1533.6,5,relay,15.7611,14.5,34.0,69.0,6.988,18,1593.6,3,655
single,1.2,1533.6,5,fixed_equal,247.6115,250.5,540.5,572.0,109.698,187,1202.4,184,655
single,1.2,1533.6,5,fixed_webster,18.0076,12.0,71.5,138.5,8.013,17,1591.2,3,655
single,1.2,1533.6,6,relay,14.4881,13.5,33.0,49.0,6.5107,18,1598.4,10,672
single,1.2,1533.6,6,fixed_equal,248.9799,255.0,565.5,606.0,112.8433,199,1207.2,198,672
single,1.2,1533.6,6,fixed_webster,14.9993,10.5,52.5,116.0,6.8027,17,1608.0,8,672
single,1.2,1533.6,7,relay,14.3725,13.5,30.5,93.0,6.243,17,1550.4,8,651
single,1.2,1533.6,7,fixed_equal,190.6252,179.5,479.5,520.5,82.8983,164,1190.4,164,651
single,1.2,1533.6,7,fixed_webster,18.3525,10.0,77.0,178.0,8.125,17,1543.2,13,651
single,1.2,1533.6,8,relay,13.0367,11.5,30.0,49.0,5.563,18,1528.8,5,640
single,1.2,1533.6,8,fixed_equal,258.0219,257.5,579.0,609.5,111.6863,184,1173.6,183,640
single,1.2,1533.6,8,fixed_webster,14.475,8.0,52.5,92.5,6.184,15,1540.8,4,640
single,1.2,1533.6,9,relay,11.1466,10.5,24.5,52.0,4.5857,14,1476.0,4,614
single,1.2,1533.6,9,fixed_equal,220.0912,258.5,471.0,522.5,91.4513,170,1137.6,169,614
single,1.2,1533.6,9,fixed_webster,13.5725,10.0,48.0,93.5,5.5913,14,1476.0,4,614
single,1.2,1533.6,10,relay,11.7814,10.5,28.5,46.5,4.8977,14,1485.6,5,622
single,1.2,1533.6,10,fixed_equal,223.6801,238.0,506.0,537.0,94.1107,162,1180.8,159,622
single,1.2,1533.6,10,fixed_webster,15.6182,10.0,64.0,145.0,6.561,15,1492.8,7,622
single,1.2,1533.6,11,relay,12.6742,10.5,30.0,63.5,5.4447,17,1543.2,4,643
single,1.2,1533.6,11,fixed_equal,236.4627,252.0,530.0,582.0,104.343,187,1202.4,184,643
single,1.2,1533.6,11,fixed_webster,15.5599,10.5,58.5,126.5,6.7383,17,1562.4,2,643
single,1.2,1533.6,12,relay,14.0605,12.5,29.0,57.5,6.2873,17,1581.6,13,669
single,1.2,1533.6,12,fixed_equal,259.7078,272.0,585.0,627.0,117.209,218,1159.2,217,669
single,1.2,1533.6,12,fixed_webster,15.7623,11.0,61.0,109.0,7.087,17,1600.8,9,669
single,1.2,1533.6,13,relay,14.1904,12.0,33.0,70.0,6.283,22,1581.6,8,659
single,1.2,1533.6,13,fixed_equal,271.9856,288.5,600.5,641.5,122.9523,203,1212.0,200,659
single,1.2,1533.6,13,fixed_webster,20.9704,8.5,123.5,214.0,9.234,21,1581.6,6,659
single,1.2,1533.6,14,relay,20.9034,15.0,61.5,76.0,9.0517,29,1550.4,8,647
single,1.2,1533.6,14,fixed_equal,268.7488,245.0,631.5,662.0,117.415,186,1188.0,186,647
single,1.2,1533.6,14,fixed_webster,21.8725,14.0,66.0,141.5,9.517,28,1543.2,12,647
single,1.2,1533.6,15,relay,14.578,12.5,33.0,54.5,6.5033,20,1586.4,7,654
single,1.2,1533.6,15,fixed_equal,315.4969,343.5,693.0,723.0,141.9693,212,1195.2,210,654
single,1.2,1533.6,15,fixed_webster,16.3761,10.5,65.5,115.5,7.2897,17,1586.4,7,654
single,1.2,1533.6,16,relay,14.9656,13.5,33.0,59.0,6.6983,18,1596.0,8,668
single,1.2,1533.6,16,fixed_equal,237.8383,230.0,560.0,595.5,107.1117,185,1233.6,181,668
single,1.2,1533.6,16,fixed_webster,26.497,10.5,130.0,287.0,12.089,25,1600.8,9,668
single,1.2,1533.6,17,relay,14.6358,12.5,35.0,59.0,6.5903,22,1608.0,7,674
single,1.2,1533.6,17,fixed_equal,219.0875,234.5,519.0,550.5,100.2367,197,1233.6,192,674
single,1.2,1533.6,17,fixed_webster,16.4815,11.5,59.0,113.5,7.433,19,1622.4,1,674
single,1.2,1533.6,18,relay,11.4702,11.0,23.5,50.0,5.0027,11,1557.6,6,654
single,1.2,1533.6,18,fixed_equal,231.831,236.5,541.5,586.0,102.6527,181,1209.6,180,654
single,1.2,1533.6,18,fixed_webster,13.3654,8.0,50.5,117.0,5.8553,13,1562.4,6,654
single,1.2,1533.6,19,relay,11.0,9.5,24.0,45.0,4.519,14,1473.6,4,616
single,1.2,1533.6,19,fixed_equal,193.8214,193.5,435.5,468.0,80.369,135,1216.8,131,616
single,1.2,1533.6,19,fixed_webster,19.7159,10.0,91.5,158.5,8.15,15,1488.0,1,616
single,1.2,1533.6,20,relay,10.5708,10.0,23.5,39.0,4.31,12,1468.8,1,607
single,1.2,1533.6,20,fixed_equal,223.1565,215.0,496.5,518.5,92.065,147,1188.0,144,607
single,1.2,1533.6,20,fixed_webster,17.2924,9.5,68.5,156.5,7.1407,17,1459.2,7,607
single,1.2,1533.6,21,relay,14.3257,11.5,35.5,71.0,6.097,19,1528.8,3,637
single,1.2,1533.6,21,fixed_equal,185.2959,185.5,443.5,498.0,79.7147,152,1240.8,145,637
single,1.2,1533.6,21,fixed_webster,18.219,9.0,75.0,175.5,7.774,21,1528.8,6,637
single,1.2,1533.6,22,relay,13.7184,11.5,35.0,49.5,5.8663,22,1540.8,0,641
single,1.2,1533.6,22,fixed_equal,249.6396,225.5,596.5,642.5,107.542,187,1159.2,180,641
single,1.2,1533.6,22,fixed_webster,14.6739,11.0,51.0,84.5,6.2973,19,1543.2,1,641
single,1.2,1533.6,23,relay,12.6383,11.5,27.5,45.0,5.4557,14,1543.2,7,647
single,1.2,1533.6,23,fixed_equal,231.3787,216.0,562.5,599.0,100.27,159,1219.2,155,647
single,1.2,1533.6,23,fixed_webster,17.6692,11.0,68.5,140.5,7.7053,17,1550.4,8,647
single,1.2,1533.6,24,relay,9.3728,8.0,22.5,47.0,3.5263,14,1351.2,3,558
single,1.2,1533.6,24,fixed_equal,219.0636,247.5,433.0,479.5,83.285,124,1128.0,121,558
single,1.2,1533.6,24,fixed_webster,11.7903,7.0,47.5,93.5,4.4793,12,1358.4,3,558
single,1.2,1533.6,25,relay,12.6471,11.0,27.5,50.0,5.25,12,1495.2,2,622
single,1.2,1533.6,25,fixed_equal,260.4196,284.0,573.5,601.5,110.877,177,1188.0,169,622
single,1.2,1533.6,25,fixed_webster,17.5217,9.0,76.0,149.5,7.2933,16,1480.8,9,622
single,1.2,1533.6,26,relay,11.7271,10.5,27.0,62.5,4.9487,17,1485.6,7,612
single,1.2,1533.6,26,fixed_equal,219.8047,211.0,493.0,516.0,90.8127,169,1142.4,166,612
single,1.2,1533.6,26,fixed_webster,14.1005,9.5,52.0,86.5,5.9237,17,1490.4,6,612
single,1.2,1533.6,27,relay,13.5395,11.0,34.5,66.5,5.612,20,1480.8,6,621
single,1.2,1533.6,27,fixed_equal,247.9686,281.0,512.0,546.0,104.564,161,1188.0,160,621
single,1.2,1533.6,27,fixed_webster,18.7754,10.0,83.0,174.0,7.8083,22,1497.6,3,621
single,1.2,1533.6,28,relay,11.6907,10.5,26.5,55.0,5.1453,15,1586.4,1,658
single,1.2,1533.6,28,fixed_equal,260.0729,243.0,609.5,635.5,115.6903,202,1188.0,195,658
single,1.2,1533.6,28,fixed_webster,15.3389,10.5,56.5,114.0,6.8263,18,1591.2,5,658
single,1.2,1533.6,29,relay,12.6204,11.5,26.5,59.5,5.3357,14,1512.0,7,631
single,1.2,1533.6,29,fixed_equal,225.6125,247.5,516.0,553.0,97.0647,164,1216.8,162,631
single,1.2,1533.6,29,fixed_webster,17.7742,10.5,75.0,119.5,7.6073,17,1521.6,5,631
single,1.4,1789.2,0,relay,17.6655,17.0,36.5,68.0,8.377,19,1682.4,14,704
single,1.4,1789.2,0,fixed_equal,313.2812,326.0,692.5,733.0,151.1233,248,1221.6,246,704
single,1.4,1789.2,0,fixed_webster,18.1726,10.5,76.5,170.0,8.8277,23,1672.8,17,704
single,1.4,1789.2,1,relay,22.0877,22.0,43.0,65.5,11.027,25,1792.8,7,741
single,1.4,1789.2,1,fixed_equal,316.0378,326.5,709.5,754.5,158.993,261,1264.8,258,741
single,1.4,1789.2,1,fixed_webster,17.973,11.0,65.0,180.5,9.2873,21,1790.4,7,741
single,1.4,1789.2,2,relay,27.5872,22.5,69.0,113.0,13.734,35,1785.6,6,745
single,1.4,1789.2,2,fixed_equal,302.7141,277.5,695.5,750.0,152.4823,266,1248.0,262,745
single,1.4,1789.2,2,fixed_webster,23.1195,13.5,91.0,203.5,11.7133,28,1788.0,7,745
single,1.4,1789.2,3,relay,31.9949,30.0,63.5,128.5,16.9573,34,1860.0,26,781
single,1.4,1789.2,3,fixed_equal,297.9673,300.5,719.0,767.5,160.3097,277,1351.2,277,781
single,1.4,1789.2,3,fixed_webster,32.6754,13.0,159.5,233.5,17.2897,30,1848.0,22,781
single,1.4,1789.2,4,relay,35.9731,34.5,75.5,148.5,18.7623,35,1848.0,17,782
single,1.4,1789.2,4,fixed_equal,325.234,304.5,772.5,819.0,173.149,291,1293.6,291,782
single,1.4,1789.2,4,fixed_webster,23.1611,15.0,75.5,184.5,12.095,30,1860.0,9,782
single,1.4,1789.2,5,relay,35.7095,31.0,78.5,119.0,18.4887,37,1845.6,16,771
single,1.4,1789.2,5,fixed_equal,300.799,282.5,719.5,773.0,156.614,280,1260.0,280,771
single,1.4,1789.2,5,fixed_webster,21.022,13.5,64.0,121.5,10.9097,27,1850.4,10,771
single,1.4,1789.2,6,relay,19.3003,17.5,39.5,68.0,9.3747,23,1728.0,12,726
single,1.4,1789.2,6,fixed_equal,300.084,316.0,668.5,704.5,148.4397,248,1269.6,242,726
single,1.4,1789.2,6,fixed_webster,15.4463,10.5,57.0,100.0,7.5357,21,1728.0,10,726
single,1.4,1789.2,7,relay,37.6111,39.0,71.5,127.5,18.7517,35,1759.2,18,747
single,1.4,1789.2,7,fixed_equal,261.7256,233.0,649.0,691.5,131.619,246,1267.2,246,747
single,1.4,1789.2,7,fixed_webster,25.3809,14.5,103.0,230.5,12.7207,26,1764.0,17,747
single,1.4,1789.2,8,relay,24.1541,22.0,54.5,82.0,11.8613,27,1761.6,8,727
single,1.4,1789.2,8,fixed_equal,328.3948,353.5,729.0,783.0,164.3023,265,1250.4,263,727
single,1.4,1789.2,8,fixed_webster,23.2249,12.0,122.0,226.0,11.3213,22,1732.8,12,727
single,1.4,1789.2,9,relay,24.4828,22.5,52.0,80.5,11.4573,28,1675.2,9,697
single,1.4,1789.2,9,fixed_equal,306.9397,339.5,651.5,698.0,147.5213,256,1200.0,251,697
single,1.4,1789.2,9,fixed_webster,18.4591,13.5,60.0,166.5,8.6513,19,1680.0,5,697
single,1.4,1789.2,10,relay,28.2636,28.0,56.0,108.5,13.945,30,1754.4,16,736
single,1.4,1789.2,10,fixed_equal,283.9742,284.5,668.5,710.5,140.9317,252,1248.0,248,736
single,1.4,1789.2,10,fixed_webster,22.3451,13.5,82.5,191.5,11.1943,27,1764.0,11,736
single,1.4,1789.2,11,relay,27.8626,28.0,52.0,87.0,14.4617,27,1833.6,20,768
single,1.4,1789.2,11,fixed_equal,328.5625,345.0,726.5,790.5,172.9393,299,1260.0,298,768
single,1.4,1789.2,11,fixed_webster,18.7487,12.5,74.0,143.0,9.7253,22,1840.8,9,768
single,1.4,1789.2,12,relay,27.8743,27.0,53.5,108.0,14.0223,29,1785.6,15,748
single,1.4,1789.2,12,fixed_equal,323.5134,333.5,721.0,769.5,164.6483,285,1240.8,279,748
single,1.4,1789.2,12,fixed_webster,19.5849,13.0,74.0,135.0,9.8903,20,1792.8,8,748
single,1.4,1789.2,13,relay,23.9304,21.5,51.0,100.0,12.2247,28,1816.8,12,761
single,1.4,1789.2,13,fixed_equal,303.7116,324.5,707.5,744.5,158.494,267,1310.4,267,761
single,1.4,1789.2,13,fixed_webster,18.5611,8.5,78.0,227.0,9.4623,26,1816.8,9,761
single,1.4,1789.2,14,relay,72.9052,88.0,131.5,141.0,38.2423,58,1824.0,32,786
single,1.4,1789.2,14,fixed_equal,356.4555,342.5,804.5,854.0,189.963,318,1240.8,315,786
single,1.4,1789.2,14,fixed_webster,28.1985,23.0,63.0,147.5,14.8783,37,1884.0,7,786
single,1.4,1789.2,15,relay,36.2428,38.5,65.5,106.5,19.003,33,1876.8,9,764
single,1.4,1789.2,15,fixed_equal,357.9221,380.0,808.5,855.5,189.0347,298,1298.4,293,764
single,1.4,1789.2,15,fixed_webster,20.6603,11.5,83.5,157.0,11.1563,24,1855.2,10,764
single,1.4,1789.2,16,relay,24.9495,25.0,48.5,73.0,12.8927,28,1852.8,7,773
single,1.4,1789.2,16,fixed_equal,282.8072,273.5,660.0,700.5,147.8647,258,1336.8,253,773
