t_s,infer_ms,n_boxes,phase,stage,n_W,pcu_W,n_E,pcu_E,det_car,det_motorcycle,det_bus,det_truck,det_ambulance,det_bicycle,det_autorickshaw
53.854,55.76,30,,,9.94,5.28,12.39,7.32,5,23,1,1,0,0,0
53.887,61.52,29,,,10.31,5.32,13.66,7.7,5,22,1,1,0,0,0
53.921,51.23,29,,,10.55,5.6,14.13,7.84,6,21,1,1,0,0,0
53.954,44.36,28,,,10.36,5.42,14.43,7.93,5,21,1,1,0,0,0
53.987,45.71,29,,,10.58,5.41,14.63,7.99,5,22,1,1,0,0,0
54.021,50.42,26,,,10.38,5.3,14.41,7.92,5,19,1,1,0,0,0
54.054,47.57,27,,,9.9,5.13,14.97,8.09,5,20,1,1,0,0,0
54.087,50.01,24,,,9.58,5.26,13.93,7.78,6,16,1,1,0,0,0
54.121,49.32,27,,,10.08,5.55,13.95,7.79,6,19,1,1,0,0,0
54.154,49.04,26,,,10.4,5.74,13.97,7.79,6,18,1,1,0,0,0
54.187,50.53,28,,,10.96,5.97,13.98,7.79,6,20,1,1,0,0,0
54.221,49.25,26,,,10.62,5.67,14.34,7.9,5,19,1,1,0,0,0
54.254,48.89,27,,,10.76,5.57,14.57,7.97,5,20,1,1,0,0,0
54.288,49.19,28,,,11.19,5.86,14.72,8.02,6,20,1,1,0,0,0
54.321,49.39,26,,,10.77,5.6,14.82,8.05,5,19,1,1,0,0,0
54.354,47.57,27,,,10.85,5.77,14.88,8.06,6,19,1,1,0,0,0
54.388,48.32,26,,,10.9,5.89,14.57,7.97,6,18,1,1,0,0,0
54.421,50.61,28,,,11.29,6.07,14.37,7.91,6,20,1,1,0,0,0
54.454,49.98,28,,,11.54,6.18,14.24,7.87,6,20,1,1,0,0,0
54.488,48.72,29,,,11.7,6.26,14.16,7.85,6,21,1,1,0,0,0
54.521,49.16,26,,,11.45,6.2,14.1,7.83,6,18,1,1,0,0,0
54.555,50.1,27,,,12.0,6.38,13.37,7.61,6,19,1,1,0,0,0
54.588,53.48,27,,,12.7,6.6,12.89,7.47,6,19,1,1,0,0,0
54.621,49.31,26,,,12.8,6.63,12.58,7.37,6,18,1,1,0,0,0
54.655,45.47,24,,,12.52,6.55,12.03,7.21,6,16,1,1,0,0,0
54.688,48.76,26,,,12.34,6.5,12.37,7.31,6,18,1,1,0,0,0
54.721,43.96,26,,,12.22,6.46,12.59,7.38,6,18,1,1,0,0,0
54.755,63.18,27,,,12.49,6.55,12.73,7.42,6,19,1,1,0,0,0
54.788,53.62,25,,,12.32,6.5,12.48,7.34,6,17,1,1,0,0,0
54.821,47.55,22,,,11.86,6.36,11.61,7.08,6,14,1,1,0,0,0
54.855,50.54,27,,,11.91,6.37,12.1,7.23,6,19,1,1,0,0,0
54.888,49.95,28,,,11.59,6.28,13.11,7.53,6,20,1,1,0,0,0
54.922,44.25,22,,,11.03,6.11,12.02,7.21,6,14,1,1,0,0,0
54.955,47.72,24,,,11.02,6.11,11.67,7.1,6,16,1,1,0,0,0
54.988,46.48,26,,,11.36,6.21,11.78,7.13,6,18,1,1,0,0,0
55.022,46.0,24,,,11.24,6.17,11.51,7.05,6,16,1,1,0,0,0
55.055,47.32,24,,,10.8,6.04,10.98,6.89,6,16,1,1,0,0,0
55.088,43.55,21,,,9.82,5.75,10.64,6.79,6,13,1,1,0,0,0
55.122,43.87,23,,,9.53,5.66,10.76,6.83,6,15,1,1,0,0,0
55.155,43.76,23,,,9.35,5.6,10.85,6.85,6,15,1,1,0,0,0
55.188,73.93,26,,,10.28,5.88,10.9,6.87,6,18,1,1,0,0,0
55.222,80.78,25,,,10.18,5.85,11.29,6.99,6,17,1,1,0,0,0
55.255,78.59,22,,,10.12,5.83,11.19,6.96,6,14,1,1,0,0,0
55.289,64.25,26,,,10.43,6.17,11.12,6.94,7,17,1,1,0,0,0
55.322,46.29,22,,,10.28,6.29,10.73,6.82,7,13,1,1,0,0,0
55.355,46.01,25,,,10.88,6.57,10.47,6.74,7,16,1,1,0,0,0
55.389,47.64,25,,,11.62,6.86,10.31,6.69,7,16,1,1,0,0,0
55.422,64.44,23,,,11.4,6.84,10.2,6.66,7,14,1,1,0,0,0
55.455,79.47,23,,,11.26,6.83,10.13,6.64,7,14,1,1,0,0,0
55.489,77.22,24,,,10.47,6.61,10.43,6.73,7,15,1,1,0,0,0
55.522,82.51,28,,,10.66,6.67,10.98,6.89,7,19,1,1,0,0,0
55.556,56.73,27,,,10.78,6.72,10.99,6.9,7,18,1,1,0,0,0
55.589,53.97,28,,,11.2,6.85,10.99,6.9,7,19,1,1,0,0,0
55.622,62.23,24,,,10.08,6.27,11.7,7.11,6,16,1,1,0,0,0
55.656,60.44,22,,,10.05,6.11,10.75,6.83,6,14,1,1,0,0,0
55.689,48.01,23,,,10.39,6.11,10.84,6.85,6,15,1,1,0,0,0
55.722,45.28,21,,,9.55,5.79,10.9,6.87,6,13,1,1,0,0,0
55.756,45.57,23,,,9.71,5.79,10.23,6.67,6,15,1,1,0,0,0
55.789,44.91,22,,,9.11,5.59,10.85,6.86,6,14,1,1,0,0,0
55.822,50.01,27,,,9.77,6.01,11.95,7.19,7,18,1,1,0,0,0
55.856,48.23,27,,,10.55,6.39,12.32,7.3,7,18,1,1,0,0,0
55.889,46.19,24,,,10.01,6.32,12.21,7.26,7,15,1,1,0,0,0
55.923,47.05,26,,,9.66,6.28,12.83,7.45,7,17,1,1,0,0,0
55.956,44.33,22,,,8.38,5.94,12.54,7.36,7,13,1,1,0,0,0
55.989,45.64,22,,,8.24,5.68,12.35,7.31,6,14,1,1,0,0,0
56.023,49.22,26,,,8.16,5.76,12.93,7.48,7,17,1,1,0,0,0
56.056,47.49,25,,,8.45,5.91,12.6,7.38,7,16,1,1,0,0,0
56.089,44.26,22,,,8.29,5.91,12.04,7.21,7,13,1,1,0,0,0
56.123,46.3,25,,,8.89,6.11,12.03,7.21,7,16,1,1,0,0,0
56.156,49.05,27,,,9.63,6.35,13.07,7.52,7,18,1,1,0,0,0
56.189,46.97,26,,,9.76,6.41,13.39,7.62,7,17,1,1,0,0,0
56.223,49.67,27,,,9.84,6.44,13.96,7.79,7,18,1,1,0,0,0
56.256,48.25,24,,,9.55,6.36,13.62,7.69,7,15,1,1,0,0,0
56.29,49.39,26,,,9.36,6.3,13.4,7.62,7,17,1,1,0,0,0
56.323,47.58,23,,,9.23,6.02,12.91,7.47,6,15,1,1,0,0,0
56.356,43.56,19,,,8.45,5.63,12.24,7.27,6,11,1,1,0,0,0
56.39,46.42,23,,,8.64,5.58,12.51,7.35,6,15,1,1,0,0,0
56.423,46.62,23,,,8.42,5.45,12.68,7.4,6,15,1,1,0,0,0
56.456,45.54,24,,,8.62,5.47,12.79,7.44,6,16,1,1,0,0,0
56.49,48.08,25,,,8.75,5.48,13.21,7.56,6,17,1,1,0,0,0
56.523,49.73,28,,,9.89,6.05,13.49,7.65,7,19,1,1,0,0,0
56.556,47.75,27,,,10.28,6.31,13.67,7.7,7,18,1,1,0,0,0
56.59,59.65,29,,,10.88,6.59,14.13,7.84,7,20,1,1,0,0,0
56.623,68.91,21,,,10.57,6.56,12.69,7.41,7,12,1,1,0,0,0
56.657,69.73,18,,,9.32,5.73,11.75,7.12,5,11,1,1,0,0,0
56.69,81.75,25,,,9.56,6.0,12.54,7.36,7,16,1,1,0,0,0
56.723,75.65,25,,,10.76,6.49,12.0,7.2,7,16,1,1,0,0,0
56.757,52.5,26,,,10.85,6.35,12.0,7.2,6,18,1,1,0,0,0
56.79,45.78,24,,,10.55,5.91,12.0,7.2,5,17,1,1,0,0,0
56.823,45.16,25,,,10.71,6.22,12.0,7.2,7,16,1,1,0,0,0
56.857,45.0,25,,,10.46,6.08,12.35,7.3,6,17,1,1,0,0,0
56.89,45.89,24,,,10.65,6.08,12.23,7.27,6,16,1,1,0,0,0
56.924,45.63,25,,,10.77,5.84,12.15,7.24,5,18,1,1,0,0,0
56.957,43.53,21,,,10.15,5.72,11.4,7.02,6,13,1,1,0,0,0
56.99,43.68,23,,,10.1,5.75,11.61,7.08,6,15,1,1,0,0,0
57.024,46.19,23,,,10.06,6.01,11.74,7.12,7,14,1,1,0,0,0
57.057,44.87,21,,,9.69,6.08,11.13,6.94,7,12,1,1,0,0,0
57.09,44.14,24,,,9.8,5.98,11.09,6.93,6,16,1,1,0,0,0
57.124,54.95,21,,,9.17,5.71,10.36,6.71,6,13,1,1,0,0,0
57.157,75.12,24,,,9.46,5.74,10.23,6.67,6,16,1,1,0,0,0
57.19,82.64,23,,,10.0,6.11,10.15,6.65,7,14,1,1,0,0,0
57.224,58.65,20,,,9.65,5.9,9.75,6.52,6,12,1,1,0,0,0
57.257,46.65,21,,,9.42,5.76,9.84,6.55,6,13,1,1,0,0,0
57.291,42.69,20,,,9.27,5.91,9.54,6.46,7,11,1,1,0,0,0
57.324,43.51,20,,,8.83,5.66,9.7,6.51,6,12,1,1,0,0,0
57.357,41.43,20,,,8.89,5.85,9.46,6.44,7,11,1,1,0,0,0
57.391,42.38,22,,,8.93,5.73,9.65,6.49,6,13,2,1,0,0,0
57.424,45.15,22,,,9.3,5.75,9.77,6.53,6,14,1,1,0,0,0
57.457,43.55,21,,,8.85,5.56,9.5,6.45,6,12,2,1,0,0,0
57.491,44.39,23,,,9.6,5.75,9.33,6.4,6,15,1,1,0,0,0
57.524,45.52,21,,,9.04,5.31,9.91,6.57,5,14,1,1,0,0,0
57.558,45.24,23,,,9.03,5.38,10.29,6.69,6,15,1,1,0,0,0
57.591,45.49,24,,,9.37,5.28,10.19,6.66,5,16,2,1,0,0,0
57.624,47.02,23,,,9.24,5.11,10.47,6.74,5,16,1,1,0,0,0
57.658,44.32,22,,,9.51,5.11,9.96,6.59,5,15,1,1,0,0,0
57.691,43.71,23,,,9.68,5.35,9.62,6.49,6,15,1,1,0,0,0
57.724,71.35,21,,,9.79,5.51,8.7,6.21,6,13,1,1,0,0,0
57.758,65.96,19,,,9.51,5.26,8.46,6.14,5,12,1,1,0,0,0
57.791,51.92,21,,,9.33,5.1,7.95,5.98,5,14,1,1,0,0,0
57.824,45.96,23,,,9.22,4.99,9.02,6.3,5,15,2,1,0,0,0
57.858,45.11,22,,,9.49,5.03,8.66,6.2,5,14,2,1,0,0,0
57.891,43.2,22,,,9.32,4.95,8.43,6.13,5,14,2,1,0,0,0
57.925,42.63,19,,,8.86,4.55,8.28,6.08,4,12,2,1,0,0,0
57.958,45.11,24,,,9.26,4.99,8.53,6.16,6,15,2,1,0,0,0
57.991,43.72,21,,,8.82,4.57,9.05,6.31,4,14,2,1,0,0,0
58.025,49.87,23,,,8.53,4.3,9.73,6.52,4,16,2,1,0,0,0
58.058,82.75,22,,,8.35,4.13,9.82,6.55,4,15,2,1,0,0,0
58.091,85.71,22,,,7.87,3.91,9.89,6.57,4,15,2,1,0,0,0
58.125,82.99,23,,,8.62,4.32,9.93,6.58,5,16,1,1,0,0,0
58.158,85.87,20,,,8.05,4.28,9.6,6.48,5,13,1,1,0,0,0
58.191,54.27,19,,,8.03,4.36,8.69,6.21,5,11,2,1,0,0,0
58.225,44.49,20,,,7.67,4.06,8.8,6.24,4,13,2,1,0,0,0
58.258,40.13,19,,,7.44,4.11,8.52,6.16,5,11,2,1,0,0,0
58.292,49.27,22,,,7.98,4.1,9.04,6.31,4,15,2,1,0,0,0
58.325,42.32,20,,,8.34,4.1,9.02,6.31,4,14,1,1,0,0,0
58.358,52.21,18,,,7.87,3.89,9.02,6.3,4,12,1,1,0,0,0
58.392,78.44,18,,,7.57,3.75,9.01,6.3,4,12,1,1,0,0,0
58.425,81.05,20,,,7.72,3.77,9.36,6.41,4,14,1,1,0,0,0
58.458,80.75,18,,,7.82,3.78,8.88,6.26,4,12,1,1,0,0,0
58.492,81.79,19,,,7.53,3.68,9.27,6.38,4,13,1,1,0,0,0
58.525,80.32,20,,,7.7,3.72,9.53,6.46,4,14,1,1,0,0,0
58.559,79.47,20,,,7.8,3.75,9.69,6.51,4,14,1,1,0,0,0
58.592,81.4,20,,,8.22,3.87,9.45,6.44,4,14,1,1,0,0,0
58.625,85.2,20,,,8.84,4.06,8.59,6.18,4,14,1,1,0,0,0
58.659,55.79,22,,,8.9,4.07,9.09,6.33,4,16,1,1,0,0,0
58.692,45.0,20,,,9.28,4.43,8.71,6.21,5,13,1,1,0,0,0
58.725,44.61,20,,,9.18,4.56,8.46,6.14,5,13,1,1,0,0,0
58.759,45.75,21,,,9.12,4.4,8.65,6.19,4,15,1,1,0,0,0
58.792,44.88,21,,,9.43,4.4,8.42,6.13,4,14,2,1,0,0,0
58.825,42.27,16,,,8.58,4.08,7.92,5.98,4,10,1,1,0,0,0
58.859,43.36,19,,,8.03,3.88,8.65,6.2,4,13,1,1,0,0,0
58.892,44.88,19,,,8.02,3.85,8.77,6.23,4,13,1,1,0,0,0
58.926,40.2,17,,,7.31,3.62,8.5,6.15,4,11,1,1,0,0,0
58.959,62.17,19,,,7.55,3.69,8.33,6.1,4,13,1,1,0,0,0
58.992,60.16,19,,,7.36,3.62,8.56,6.17,4,13,1,1,0,0,0
59.026,79.88,19,,,7.58,3.68,8.37,6.11,4,13,1,1,0,0,0
59.059,72.41,20,,,7.73,3.72,8.59,6.18,4,14,1,1,0,0,0
59.092,80.9,20,,,7.82,3.75,8.73,6.22,4,14,1,1,0,0,0
59.126,55.4,21,,,8.24,3.87,8.83,6.25,4,15,1,1,0,0,0
59.159,45.51,20,,,8.5,3.95,8.89,6.27,4,14,1,1,0,0,0
59.192,44.47,21,,,8.68,4.0,8.93,6.28,4,15,1,1,0,0,0
59.226,46.69,23,,,8.79,4.04,8.95,6.29,4,16,2,1,0,0,0
59.259,46.12,22,,,8.51,3.95,8.97,6.29,4,15,2,1,0,0,0
59.293,47.33,24,,,9.03,4.36,9.68,6.5,5,16,2,1,0,0,0
59.326,41.56,20,,,8.67,4.16,9.44,6.43,4,13,2,1,0,0,0
59.359,43.94,24,,,8.44,4.03,10.69,6.81,4,17,2,1,0,0,0
59.393,42.79,22,,,8.63,4.3,10.8,6.84,5,15,1,1,0,0,0
59.426,44.66,22,,,8.76,4.48,10.52,6.76,5,15,1,1,0,0,0
59.459,42.92,18,,,7.45,3.92,10.34,6.7,4,12,1,1,0,0,0
59.493,44.28,21,,,7.99,4.23,10.22,6.67,5,14,1,1,0,0,0
59.526,44.18,21,,,8.34,4.19,10.14,6.64,4,15,1,1,0,0,0
59.559,43.28,20,,,8.57,4.4,9.74,6.52,5,13,1,1,0,0,0
59.593,43.88,20,,,8.37,4.44,9.83,6.55,5,13,1,1,0,0,0
59.626,42.89,20,,,8.94,4.67,8.84,6.25,5,13,1,1,0,0,0
59.66,42.61,20,,,8.61,4.61,8.55,6.16,5,13,1,1,0,0,0
59.693,42.47,19,,,8.4,4.57,8.36,6.11,5,12,1,1,0,0,0
59.726,45.37,22,,,8.26,4.55,9.28,6.38,5,15,1,1,0,0,0
59.76,46.84,25,,,8.87,4.74,9.88,6.56,5,18,1,1,0,0,0
59.793,45.54,21,,,9.26,4.87,9.22,6.37,5,14,1,1,0,0,0
59.826,45.96,24,,,9.17,4.84,9.85,6.55,5,17,1,1,0,0,0
59.86,44.53,20,,,8.76,4.72,9.9,6.57,5,13,1,1,0,0,0
59.893,44.33,20,,,9.2,4.85,9.23,6.37,5,13,1,1,0,0,0
59.927,41.0,16,,,8.08,4.52,8.45,6.14,5,9,1,1,0,0,0
59.96,39.52,16,,,7.35,4.06,7.94,5.98,4,9,2,1,0,0,0
